sample_idx,chamfer_distance
1034,0.01265316
1035,0.01294010
1036,0.01843335
1037,0.01724672
1038,0.01337573
1039,0.01339430
1040,0.01473701
1041,0.02736007
1042,0.01521669
1043,0.01670283
1044,0.01700713
1045,0.01996911
1046,0.01302470
1047,0.02394508
1048,0.01638602
1049,0.01681611
1050,0.01381708
1051,0.01547948
1052,0.02090207
1053,0.01552174
1054,0.01531728
1055,0.01871281
1056,0.01702473
1057,0.01461418
1058,0.01297299
1059,0.01465892
1060,0.01437936
1061,0.01361979
1062,0.01586696
1063,0.03100311
1064,0.02287421
1065,0.01289467
1066,0.01554207
1067,0.01825627
1068,0.01470253
1069,0.02573045
1070,0.01284680
1071,0.01684476
1072,0.01297024
1073,0.01866673
1074,0.01304262
1075,0.01354844
1076,0.01766744
1077,0.02111476
1078,0.01392044
1079,0.01733259
1080,0.01693932
1081,0.01293455
1082,0.01563946
1083,0.01820534
1084,0.02129647
1085,0.01914769
1086,0.01516050
1087,0.02050724
1088,0.01498603
1089,0.02147928
1090,0.02812351
1091,0.02170604
1092,0.01336460
1093,0.01352229
1094,0.01612084
1095,0.02843856
1096,0.02446984
1097,0.01395059
1098,0.01923082
1099,0.01590297
1100,0.01441464
1101,0.01371617
1102,0.01510126
1103,0.01780145
1104,0.01394396
1105,0.01474427
1106,0.01501019
1107,0.01477482
1108,0.01817145
1109,0.01554772
1110,0.01461490
1111,0.01487169
1112,0.01404341
1113,0.01436865
1114,0.01600733
1115,0.01902555
1116,0.01430131
1117,0.01748027
1118,0.02449292
1119,0.01446313
1120,0.01510892
1121,0.01969413
1122,0.01493782
1123,0.01441418
1124,0.01616790
1125,0.01422700
1126,0.02143203
1127,0.02036522
1128,0.02188894
1129,0.01473043
1130,0.02339574
1131,0.01937638
1132,0.01510265
1133,0.02010584
1134,0.01518797
1135,0.01531878
1136,0.01420422
1137,0.01613051
1138,0.01561039
1139,0.01497328
1140,0.02008129
1141,0.01430021
1142,0.01402925
1143,0.01391950
1144,0.01544912
1145,0.01415982
1146,0.01517839
1147,0.01557528
1148,0.01428309
1149,0.01470661
1150,0.01475595
1151,0.02143203
1152,0.01535038
1153,0.01613067
1154,0.01423933
1155,0.01411853
1156,0.01620212
1157,0.01781690
1158,0.01416046
1159,0.01398564
1160,0.01439724
1161,0.01513136
1162,0.01982657
1163,0.01417390
1164,0.01614559
1165,0.01442572
1166,0.01519298
1167,0.01530702
1168,0.01458730
1169,0.01461127
1170,0.01699929
1171,0.01524131
1172,0.01449107
1173,0.02153633
1174,0.01379207
1175,0.01514852
1176,0.01604977
1177,0.01480267
1178,0.01540233
1179,0.01438840
1180,0.01722126
1181,0.01847120
1182,0.01442572
1183,0.01498744
1184,0.02278958
1185,0.01780671
1186,0.01552111
1187,0.01469783
1188,0.01614743
1189,0.01629752
1190,0.01425296
1191,0.01609493
1192,0.01487363
1193,0.01610662
1194,0.01381093
1195,0.02040433
1196,0.01444884
1197,0.01418298
1198,0.01703293
1199,0.01589851
1200,0.01106732
1201,0.02131532
1202,0.00880267
1203,0.01709876
1204,0.02041586
1205,0.01045797
1206,0.01088418
1207,0.00946478
1208,0.01045797
1209,0.00925349
1210,0.01443749
1211,0.00904072
1212,0.01391945
1213,0.00880278
1214,0.01072878
1215,0.00919429
1216,0.01088784
1217,0.00908364
1218,0.00895198
1219,0.00884386
1220,0.00897647
1221,0.01028332
1222,0.00932146
1223,0.01366620
1224,0.01044715
1225,0.01147201
1226,0.00946028
1227,0.00977601
1228,0.00979940
1229,0.01460713
1230,0.00943925
1231,0.01006292
1232,0.00965365
1233,0.01157008
1234,0.00979856
1235,0.00945598
1236,0.00989413
1237,0.01153476
1238,0.00933135
1239,0.00937922
1240,0.00962790
1241,0.01211414
1242,0.01146852
1243,0.00945409
1244,0.00924790
1245,0.00869301
1246,0.01123308
1247,0.00976883
1248,0.00926561
1249,0.01150352
1250,0.01323754
1251,0.00927534
1252,0.01840885
1253,0.01234436
1254,0.00953542
1255,0.01406761
1256,0.00928486
1257,0.01079710
1258,0.00992285
1259,0.01019314
1260,0.00943092
1261,0.00903832
1262,0.01318070
1263,0.01042983
1264,0.00916989
1265,0.00960880
1266,0.01172705
1267,0.01910074
1268,0.00948240
1269,0.01006576
1270,0.01189035
1271,0.01065696
1272,0.00980665
1273,0.00951673
1274,0.00897086
1275,0.01124476
1276,0.00909380
1277,0.00933091
1278,0.00927050
1279,0.01098305
1280,0.00897374
1281,0.01153277
1282,0.00994365
1283,0.01128512
1284,0.01167063
1285,0.00982349
1286,0.01202306
1287,0.00965105
1288,0.01661772
1289,0.00918967
1290,0.00967534
1291,0.00937881
1292,0.01083551
1293,0.01079774
1294,0.00894924
1295,0.00995865
1296,0.01263861
1297,0.01013401
1298,0.00964514
1299,0.01005493
1300,0.03099309
1301,0.02020793
1302,0.02398266
1303,0.02139853
1304,0.02230603
1305,0.01945052
1306,0.01848719
1307,0.02729990
1308,0.03722994
1309,0.02314682
1310,0.02301678
1311,0.02646003
1312,0.03259606
1313,0.01997470
1314,0.02247512
1315,0.02922632
1316,0.04657210
1317,0.02737914
1318,0.02765703
1319,0.02450251
1320,0.02161937
1321,0.01941633
1322,0.02193900
1323,0.02779295
1324,0.03116903
1325,0.03194443
1326,0.02102685
1327,0.02190934
1328,0.02630893
1329,0.04268160
1330,0.02319986
1331,0.03174476
1332,0.02308954
1333,0.02304130
1334,0.02659484
1335,0.01855204
1336,0.02292853
1337,0.04231887
1338,0.02500655
1339,0.02110788
1340,0.02019555
1341,0.01882116
1342,0.02335010
1343,0.02403158
1344,0.02422154
1345,0.04014689
1346,0.03093732
1347,0.01935263
1348,0.01863194
1349,0.02121207
1350,0.03899125
1351,0.02630836
1352,0.02095213
1353,0.02991704
1354,0.01999846
1355,0.02045105
1356,0.03348022
1357,0.02634400
1358,0.02080133
1359,0.02265590
1360,0.03161273
1361,0.02002953
1362,0.02045105
1363,0.02105203
1364,0.03328325
1365,0.03438060
1366,0.03000443
1367,0.03376369
1368,0.02530563
1369,0.01980333
1370,0.02074155
1371,0.02053250
1372,0.04611667
1373,0.02052717
1374,0.02725445
1375,0.02473237
1376,0.04951247
1377,0.02444301
1378,0.03467583
1379,0.04220027
1380,0.03467225
1381,0.02023016
1382,0.02387739
1383,0.02131942
1384,0.03085630
1385,0.02903935
1386,0.02193951
1387,0.03825516
1388,0.02052593
1389,0.01761824
1390,0.02187418
1391,0.04155960
1392,0.01985452
1393,0.02869468
1394,0.03721188
1395,0.02276245
1396,0.02139049
1397,0.01888089
1398,0.02235711
1399,0.01972833
1400,0.01385710
1401,0.00994666
1402,0.01107012
1403,0.00948182
1404,0.02208624
1405,0.01361873
1406,0.01045121
1407,0.00952408
1408,0.01172008
1409,0.01487460
1410,0.00965420
1411,0.01198478
1412,0.01003510
1413,0.01492384
1414,0.00971687
1415,0.01205652
1416,0.00971074
1417,0.00984199
1418,0.01446076
1419,0.00976762
1420,0.00936842
1421,0.01073657
1422,0.01088914
1423,0.01145638
1424,0.00952401
1425,0.01388168
1426,0.01206521
1427,0.01422114
1428,0.01141475
1429,0.00931810
1430,0.01030307
1431,0.01273399
1432,0.01021952
1433,0.01012345
1434,0.01250098
1435,0.01246638
1436,0.01051193
1437,0.00991369
1438,0.01045237
1439,0.01119609
1440,0.00966568
1441,0.00991913
1442,0.01011315
1443,0.01055294
1444,0.00984273
1445,0.00971282
1446,0.01077248
1447,0.01271039
1448,0.01032875
1449,0.01048698
1450,0.01009799
1451,0.00927266
1452,0.01088910
1453,0.01167015
1454,0.02018389
1455,0.00920682
1456,0.00890030
1457,0.01227873
1458,0.00981772
1459,0.01551673
1460,0.00933714
1461,0.01531778
1462,0.00948067
1463,0.01170990
1464,0.01346990
1465,0.01209510
1466,0.00915368
1467,0.01060408
1468,0.01256054
1469,0.01041084
1470,0.00961262
1471,0.00978825
1472,0.00948226
1473,0.01098784
1474,0.00917405
1475,0.01027091
1476,0.01167861
1477,0.01022612
1478,0.01082410
1479,0.01152519
1480,0.01014580
1481,0.01124784
1482,0.01161985
1483,0.00926815
1484,0.01139652
1485,0.00925467
1486,0.01575649
1487,0.01053960
1488,0.01376811
1489,0.01017208
1490,0.01081145
1491,0.00958004
1492,0.01107740
1493,0.00911631
1494,0.01096542
1495,0.01391205
1496,0.01042184
1497,0.01345782
1498,0.01116007
1499,0.01150125
1500,0.01885702
1501,0.01809035
1502,0.01387556
1503,0.01383964
1504,0.01443906
1505,0.01564625
1506,0.01485198
1507,0.02237383
1508,0.01307828
1509,0.01580531
1510,0.02075940
1511,0.01350485
1512,0.02170512
1513,0.01704881
1514,0.01936888
1515,0.01930302
1516,0.01419744
1517,0.01715958
1518,0.02470908
1519,0.01838871
1520,0.01870400
1521,0.01506998
1522,0.01316073
1523,0.01448408
1524,0.01487891
1525,0.01620868
1526,0.01874367
1527,0.01676976
1528,0.01963228
1529,0.01762418
1530,0.02611017
1531,0.01422246
1532,0.01251864
1533,0.01489743
1534,0.01366292
1535,0.01683803
1536,0.01388855
1537,0.01556703
1538,0.01690258
1539,0.01314812
1540,0.01542290
1541,0.01766664
1542,0.02476217
1543,0.01895775
1544,0.01380938
1545,0.01991390
1546,0.01490604
1547,0.02097465
1548,0.01343251
1549,0.02186124
1550,0.03066775
1551,0.01305953
1552,0.01477136
1553,0.03057925
1554,0.01574421
1555,0.01619631
1556,0.01626990
1557,0.01722302
1558,0.02081425
1559,0.01512078
1560,0.01428105
1561,0.01703114
1562,0.02716996
1563,0.01892171
1564,0.01631311
1565,0.01369937
1566,0.01604716
1567,0.01663676
1568,0.01458828
1569,0.02168954
1570,0.01308765
1571,0.01714391
1572,0.01497603
1573,0.01532097
1574,0.02246238
1575,0.01345647
1576,0.01828167
1577,0.01565445
1578,0.01583375
1579,0.01694152
1580,0.01683287
1581,0.01330292
1582,0.01488319
1583,0.01488347
1584,0.01827962
1585,0.01660246
1586,0.01386236
1587,0.01641775
1588,0.02140129
1589,0.01454205
1590,0.02433450
1591,0.01604376
1592,0.01568653
1593,0.01523790
1594,0.01757389
1595,0.01591035
1596,0.01371742
1597,0.01669392
1598,0.02376464
1599,0.02270731
1600,0.01577098
1601,0.00947711
1602,0.01259179
1603,0.00999269
1604,0.01442150
1605,0.01032527
1606,0.01239487
1607,0.01076167
1608,0.01695162
1609,0.00940206
1610,0.00971083
1611,0.00974915
1612,0.01094681
1613,0.01094681
1614,0.00992856
1615,0.01020082
1616,0.01192263
1617,0.01177796
1618,0.00981495
1619,0.01873506
1620,0.01629073
1621,0.01308946
1622,0.01053461
1623,0.00913372
1624,0.01393407
1625,0.01842236
1626,0.00953668
1627,0.01654893
1628,0.01143286
1629,0.00924727
1630,0.01017550
1631,0.00994785
1632,0.01115256
1633,0.00994319
1634,0.00978253
1635,0.01103088
1636,0.00960988
1637,0.01088070
1638,0.01029690
1639,0.01060559
1640,0.02349901
1641,0.01080656
1642,0.01169736
1643,0.01834866
1644,0.00951595
1645,0.01151455
1646,0.01530961
1647,0.01114568
1648,0.01121491
1649,0.01147711
1650,0.00959072
1651,0.01180822
1652,0.00956491
1653,0.00967964
1654,0.00958306
1655,0.00976286
1656,0.00972255
1657,0.01012590
